7  9.9747428088E-01  1.2457798811E+00
8  1.0018601043E+00  1.2512574865E+00
9  1.0003599657E+00  1.2493839120E+00
10  1.0025293929E+00  1.2520933841E+00
11  9.9814176497E-01  1.2466135249E+00
12  9.9964025047E-01  1.2484850349E+00
13  1.0014999964E+00  1.2508077354E+00
14  1.0028896687E+00  1.2525433449E+00
15  1.0043920405E+00  1.2544197086E+00
16  9.9850137236E-01  1.2470626509E+00
17  9.9711484140E-01  1.2453309648E+00
18  9.9561858907E-01  1.2434622438E+00
0  1.0000000000E+00  9.8469479062E+03  0.0000000000E+00 1
1  9.9966360964E-01  9.8436354878E+03
2  9.9980238814E-01  9.8450020325E+03
3  9.9760984783E-01  9.8234122023E+03
4  1.0003369066E+00  9.8502654082E+03
5  1.0001977724E+00  9.8488953603E+03
6  1.0024110752E+00  9.8706896376E+03
7  9.9946627605E-01  9.8416923543E+03
8  9.9741401084E-01  9.8214838056E+03
9  9.9727633219E-01  9.8201280911E+03
10  1.0005349573E+00  9.8522156024E+03
11  1.0026106224E+00  9.8726545687E+03
12  1.0027508565E+00  9.8740354468E+03
13  1.0001390165E+00  9.8483167943E+03
14  9.9780584531E-01  9.8253421793E+03
15  9.9794387973E-01  9.8267013970E+03
16  9.9986110372E-01  9.8455802017E+03
17  1.0022116884E+00  9.8687262868E+03
18  1.0020718101E+00  9.8673489119E+03
0  1.0000000000E+00  1.1920814035E+22  0.0000000000E+00 1
1  9.9941817100E-01  1.1913878159E+22
2  9.9983557715E-01  1.1918853980E+22
3  1.0005787634E+00  1.1927713366E+22
4  1.0005828935E+00  1.1927762600E+22
5  1.0001644753E+00  1.1922774714E+22
6  9.9942204304E-01  1.1913924317E+22
7  9.9925398247E-01  1.1911920898E+22
8  1.0004141353E+00  1.1925750864E+22
9  9.9999601010E-01  1.1920766472E+22
10  1.0007476032E+00  1.1929726073E+22
11  9.9958631307E-01  1.1915882550E+22
12  1.0000040122E+00  1.1920861864E+22
13  1.0004182364E+00  1.1925799752E+22
14  1.0007434440E+00  1.1929676493E+22
15  1.0011625813E+00  1.1934672950E+22
16  9.9958241198E-01  1.1915836046E+22
17  9.9925782548E-01  1.1911966710E+22
18  9.9884113837E-01  1.1906999461E+22
0  1.0000000000E+00  3.0705522808E+10  0.0000000000E+00 1
1  1.0000090711E+00  3.0705801342E+10
2  9.9999361443E-01  3.0705326736E+10
3  9.9986679381E-01  3.0701432643E+10
4  9.9999093926E-01  3.0705244594E+10
5  1.0000063862E+00  3.0705718901E+10
6  1.0001332225E+00  3.0709613473E+10
7  1.0000026881E+00  3.0705605347E+10
8  9.9986040833E-01  3.0701236573E+10
9  9.9987586124E-01  3.0701711063E+10
10  9.9999732803E-01  3.0705440764E+10
11  1.0001396088E+00  3.0709809569E+10
12  1.0001241580E+00  3.0709335146E+10
13  9.9998455117E-01  3.0705048444E+10
14  9.9987317996E-01  3.0701628733E+10
15  9.9985773675E-01  3.0701154541E+10
16  1.0000154548E+00  3.0705997358E+10
17  1.0001268368E+00  3.0709417398E+10
18  1.0001422973E+00  3.0709892120E+10
